section,table_num,table_code,table_title,table_records,table_html,unitid,file,year
B,3,B3,Persistence,"[[{0: 'AWARD TYPE', 1: '# AWARDED'}, {0: 'Certificate/diploma:', 1: '37'}, {0: 'Associate degrees:', 1: ''}, {0: 'Bachelor’s degrees:', 1: '13707'}, {0: 'Post-bachelor’s certificates:', 1: ''}, {0: 'Master’s degrees:', 1: '4244'}, {0: 'Post-master’s certificates:', 1: ''}, {0: 'Doctoral degrees –\nresearch/scholarship:', 1: '768'}, {0: 'Doctoral degrees – professional\npractice:', 1: '717'}, {0: 'Doctoral degrees – other:', 1: ''}]]",<table> <tr> <td> AWARD TYPE </td> <td> # AWARDED </td> </tr> <tr> <td> Certificate/diploma: </td> <td> 37 </td> </tr> <tr> <td> Associate degrees: </td> <td> </td> </tr> <tr> <td> Bachelor’s degrees: </td> <td> 13707 </td> </tr> <tr> <td> Post-bachelor’s certificates: </td> <td> </td> </tr> <tr> <td> Master’s degrees: </td> <td> 4244 </td> </tr> <tr> <td> Post-master’s certificates: </td> <td> </td> </tr> <tr> <td> Doctoral degrees – <br/> research/scholarship: </td> <td> 768 </td> </tr> <tr> <td> Doctoral degrees – professional <br/> practice: </td> <td> 717 </td> </tr> <tr> <td> Doctoral degrees – other: </td> <td> </td> </tr> </table>,228723,../data/cds-docs/2024-2025/228723.pdf,2024-2025
B,4,B4,-B21: GraduationRates,"[[{0: '', 1: '', 2: 'Recipients of a\nFederal Pell\nGrant', 3: 'Recipients of a\nSubsidized\nStafford Loan\nwho did not\nreceive a Pell\nGrant', 4: 'Students who\ndid not receive\neither a Pell\nGrant or a\nsubsidized\nStafford Loan', 5: 'Total\n(sum of 3\ncolumns to the\nleft)'}, {0: 'A', 1: ""Initial 201\x1b cohort of first-time, full-time,\nbachelor's (or equivalent) degree\ufffe\nseeking undergraduate students"", 2: '2303', 3: '1126', 4: '6623', 5: '10052'}, {0: 'B', 1: 'Of the initial 201\x1b cohort, how many did\nnot persist and did not graduate for the\nfollowing reasons:\nx Deceased\nx Permanently Disabled\nx Armed Forces\nx Foreign Aid Service of the Federal Government\nx Official church missions\nx Report Total Allowable Exclusions', 2: '0', 3: '0', 4: '0', 5: '0'}, {0: 'C', 1: 'Final 201\x1b cohort, after adjusting\nfor allowable exclusions', 2: '2303', 3: '1126', 4: '6623', 5: '10052'}, {0: 'D', 1: 'Of the initial 201\x1b cohort, how many\ncompleted the program in four years or\nless (by Aug. 31, 20\x15\x15)', 2: '1245', 3: '665', 4: '4237', 5: '6147'}]]","<table> <tr> <td colspan=""2""> </td> <td> Recipients of a <br/> Federal Pell <br/> Grant </td> <td> Recipients of a <br/> Subsidized <br/> Stafford Loan <br/> who did not <br/> receive a Pell <br/> Grant </td> <td> Students who <br/> did not receive <br/> either a Pell <br/> Grant or a <br/> subsidized <br/> Stafford Loan </td> <td> Total <br/> (sum of 3 <br/> columns to the <br/> left) </td> </tr> <tr> <td> A </td> <td> Initial 201 cohort of first-time, full-time, <br/> bachelor's (or equivalent) degree￾ <br/> seeking undergraduate students </td> <td> 2303 </td> <td> 1126 </td> <td> 6623 </td> <td> 10052 </td> </tr> <tr> <td> B </td> <td> Of the initial 201 cohort, how many did <br/> not persist and did not graduate for the <br/> following reasons: <br/> x Deceased <br/> x Permanently Disabled <br/> x Armed Forces <br/> x Foreign Aid Service of the Federal Government <br/> x Official church missions <br/> x Report Total Allowable Exclusions </td> <td> 0 </td> <td> 0 </td> <td> 0 </td> <td> 0 </td> </tr> <tr> <td> C </td> <td> Final 201 cohort, after adjusting <br/> for allowable exclusions </td> <td> 2303 </td> <td> 1126 </td> <td> 6623 </td> <td> 10052 </td> </tr> <tr> <td> D </td> <td> Of the initial 201 cohort, how many <br/> completed the program in four years or <br/> less (by Aug. 31, 20) </td> <td> 1245 </td> <td> 665 </td> <td> 4237 </td> <td> 6147 </td> </tr> </table>",228723,../data/cds-docs/2024-2025/228723.pdf,2024-2025
C,5,C5,Distributionofhighschoolunitsrequiredand/orrecommended.Specifythedistributionofacademic high,"[[{0: '', 1: 'Units Required', 2: 'Units Recommended'}, {0: 'Total academic units', 1: '22.00', 2: '26.00'}, {0: 'English', 1: '4.00', 2: '4.00'}, {0: 'Mathematics', 1: '3.00', 2: '4.00'}, {0: 'Science', 1: '3.00', 2: '4.00'}, {0: 'Of these, units that must be lab', 1: '0.00', 2: '0.00'}, {0: 'Foreign language', 1: '2.00', 2: '2.00'}, {0: 'Social studies', 1: '3.00', 2: '4.00'}, {0: 'History', 1: '', 2: ''}, {0: 'Academic electives', 1: '5.00', 2: '6.00'}, {0: 'Computer Science', 1: '', 2: ''}, {0: 'Visual/Performing Arts', 1: '1.00', 2: '1.00'}, {0: 'Other (specify)', 1: '1.00', 2: '1.00'}]]","<table> <tr> <td> </td> <td> Units Required </td> <td> Units Recommended </td> </tr> <tr> <td> Total academic units </td> <td> 22.00 </td> <td> 26.00 </td> </tr> <tr> <td> English </td> <td> 4.00 </td> <td> 4.00 </td> </tr> <tr> <td> Mathematics </td> <td> 3.00 </td> <td> 4.00 </td> </tr> <tr> <td> Science </td> <td> 3.00 </td> <td> 4.00 </td> </tr> <tr> <td> Of these, units that must be lab </td> <td> 0.00 </td> <td> 0.00 </td> </tr> <tr> <td> Foreign language </td> <td> 2.00 </td> <td> 2.00 </td> </tr> <tr> <td> Social studies </td> <td> 3.00 </td> <td> 4.00 </td> </tr> <tr> <td> History </td> <td> </td> <td> </td> </tr> <tr> <td> Academic electives </td> <td> 5.00 </td> <td> 6.00 </td> </tr> <tr> <td> Computer Science </td> <td> </td> <td> </td> </tr> <tr> <td> Visual/Performing Arts </td> <td> 1.00 </td> <td> 1.00 </td> </tr> <tr> <td> Other (specify) </td> <td> 1.00 </td> <td> 1.00 </td> </tr> </table>",228723,../data/cds-docs/2024-2025/228723.pdf,2024-2025
