section,table_num,table_code,table_title,table_records,table_html,unitid,file,year
D,5,D5,Indicate all items required of transfer students Please select one of the following options:,"[[{0: 'D5', 1: 'Indicate all items required of transfer students\nto apply for admission:', 2: 'Please select one of the following options:'}, {0: 'D5', 1: 'Indicate all items required of transfer students\nto apply for admission:', 2: 'Required of All\nRequired of All\nRecommended of All\nRecommended of All\nRecommended of Some\nRecommended of Some\nRequired of Some\nRequired of Some\nNot Required\nNot Required'}]]","<table> <tr> <td rowspan=""2""> D5 </td> <td rowspan=""2""> Indicate all items required of transfer students <br/> to apply for admission: </td> <td> Please select one of the following options: </td> </tr> <tr> <td> Required of All <br/> Required of All <br/> Recommended of All <br/> Recommended of All <br/> Recommended of Some <br/> Recommended of Some <br/> Required of Some <br/> Required of Some <br/> Not Required <br/> Not Required </td> </tr> </table>",215293,../data/cds-docs/2024-2025/215293.pdf,2024-2025
H,2,H2,time and less-than-full-time undergraduates who applied for and were awarded,"[[{0: 'Number of Enrolled Students Awarded Aid', 1: ''}, {0: 'First-time, Full-time, First-year Students', 1: 'Number'}], [{0: 'Number of Enrolled Students Awarded Non\ufffe\nneed-based Scholarships and Grants', 1: ''}, {0: 'First-time, Full-time, First-year Students', 1: 'Number'}]]","<table> <tr> <td> Number of Enrolled Students Awarded Aid </td> <td> </td> </tr> <tr> <td> First-time, Full-time, First-year Students </td> <td> Number </td> </tr> </table><div class=""separator""></div><table> <tr> <td> Number of Enrolled Students Awarded Non￾ <br/> need-based Scholarships and Grants </td> <td> </td> </tr> <tr> <td> First-time, Full-time, First-year Students </td> <td> Number </td> </tr> </table>",215293,../data/cds-docs/2024-2025/215293.pdf,2024-2025
H,5,H5,". Number and percent of students in class (defined in H4 above) borrowing from federal, non-federal,","[[{0: 'Source/Type of Loan', 1: ''}, {0: 'Number in the class (defined in H4 above) who\nborrowed from the types of loans specified in\nthe first column', 1: 'Number'}]]",<table> <tr> <td> Source/Type of Loan </td> <td> </td> </tr> <tr> <td> Number in the class (defined in H4 above) who <br/> borrowed from the types of loans specified in <br/> the first column </td> <td> Number </td> </tr> </table>,215293,../data/cds-docs/2024-2025/215293.pdf,2024-2025
